MUNICIPIO,ESTADO,POPULACAOESTIMADA,MARGEMDECORTE,POPULACAOAPTA,TOTALCOMPARECIMENTOS,VOTOSLULA,VOTOSBOLSONARO
APARECIDA DO TABOADO,MS,19819,22.52,15356,13819,5032,7221
ARAGUAINHA,MT,1117,22.86,862,833,465,314
TABAPORÃ,MT,10484,22.86,8087,4808,1102,3385
JUARA,MT,32023,22.86,24703,18149,4172,12672
AQUIDAUANA,MS,44920,22.52,34804,26410,12259,11937
SÃO JOSÉ DO XINGU,MT,4198,22.86,3238,2944,1224,1536
ARENÁPOLIS,MT,9869,22.86,7613,6121,2371,3221
APIACÁS,MT,7926,22.86,6114,4262,1557,2417
ARIPUANÃ,MT,19100,22.86,14734,9349,2264,6510
CONFRESA,MT,21361,22.86,16478,16157,4802,10371
BANDEIRANTES,MS,5888,22.52,4562,4793,2072,2223
LAMBARI D'OESTE,MT,4870,22.86,3757,3150,1393,1478
BARÃO DE MELGAÇO,MT,7619,22.86,5877,5222,3093,1763
SANTO ANTÔNIO DO LEVERGER,MT,19197,22.86,14809,12920,6670,5216
SANTO ANTÔNIO DOS LOPES,MA,14225,24.73,10707,11484,7908,2745
SANTO AFONSO,MT,2855,22.86,2202,1743,717,901
BARRA DO BUGRES,MT,32490,22.86,25063,17886,8475,7905
PLANALTO DA SERRA,MT,2734,22.86,2109,2030,992,885
NOVA MONTE VERDE,MT,8133,22.86,6274,4444,1220,2925
BARRA DO GARÇAS,MT,53243,22.86,41072,34481,12771,18652
BATAGUASSU,MS,18687,22.52,14479,14097,5748,6768
NOVA BANDEIRANTES,MT,12742,22.86,9829,6608,1255,4958
BATAYPORÃ,MS,10564,22.52,8185,5813,2572,2627
NOVA ANDRADINA,MS,43495,22.52,33700,26645,10575,13500
SÃO PEDRO DA CIPA,MT,4028,22.86,3107,2766,1230,1318
COTRIGUAÇU,MT,13740,22.86,10599,6199,1755,3995
BELA VISTA,MS,22868,22.52,17718,11946,4904,6129
BONITO,MS,17275,22.52,13385,13562,5113,7340
RIBEIRÃOZINHO,MT,2107,22.86,1625,1674,770,771
BRASILÂNDIA,MS,12136,22.52,9403,6443,2451,3296
BRASNORTE,MT,13975,22.86,10780,8354,2229,5632
CAMPO NOVO DO PARECIS,MT,22322,22.86,17219,19949,6180,12526
CAMAPUÃ,MS,13192,22.52,10221,8577,3559,4253
CÁCERES,MT,84175,22.86,64933,47576,21730,21725
CAMPO VERDE,MT,25924,22.86,19998,24085,7158,15196
CLÁUDIA,MT,10670,22.86,8231,6293,1534,4385
CARACOL,MS,5095,22.52,3948,3329,1466,1677
CAMPO GRANDE,MS,724524,22.52,561361,526659,176565,278595
CASTANHEIRA,MT,7808,22.86,6023,4268,1378,2559
CAARAPÓ,MS,22723,22.52,17606,16362,6137,9003
JANGADA,MT,8058,22.86,6216,5584,3230,1963
CASSILÂNDIA,MS,20916,22.52,16206,11383,3598,6252
JURUENA,MT,8731,22.86,6735,4551,1240,3019
SÃO BENEDITO DO RIO PRETO,MA,17191,24.73,12940,11878,9643,1550
CHAPADA DOS GUIMARÃES,MT,17377,22.86,13405,12835,6127,5722
CORGUINHO,MS,4165,22.52,3227,3056,1352,1384
MATUPÁ,MT,14243,22.86,10987,9769,2525,6661
CORUMBÁ,MS,96373,22.52,74670,52629,24073,22949
COXIM,MS,31816,22.52,24651,19172,8298,9149
RIBEIRÃO CASCALHEIRA,MT,8677,22.86,6693,5150,1658,3157
TAPURAH,MT,10478,22.86,8083,6630,1536,4751
DIAMANTINO,MT,18428,22.86,14215,12446,4527,7126
PONTAL DO ARAGUAIA,MT,4966,22.86,3831,3804,1546,1962
DOM AQUINO,MT,8261,22.86,6373,4850,1988,2430
SAPEZAL,MT,14254,22.86,10996,12991,3898,8380
CAMPOS DE JÚLIO,MT,4770,22.86,3680,4186,1176,2794
CUIABÁ,MT,526830,22.86,406397,357547,127012,191998
SÃO BENTO,MA,37449,24.73,28188,20868,15757,3574
FÁTIMA DO SUL,MS,18789,22.52,14558,13071,5610,6025
CARLINDA,MT,12108,22.86,9340,5836,2332,2980
DOURADOS,MS,181869,22.52,140912,133843,46493,72596
GENERAL CARNEIRO,MT,4803,22.86,3705,3117,1496,1425
FELIZ NATAL,MT,10279,22.86,7929,4590,1559,2815
GLÓRIA DE DOURADOS,MS,9644,22.52,7472,5413,2256,2616
DEODÁPOLIS,MS,11261,22.52,8725,8798,3826,4075
NOVO MUNDO,MT,6725,22.86,5188,3879,1106,2557
JARDIM,MS,23341,22.52,18085,13510,4808,7510
GUIA LOPES DA LAGUNA,MS,10208,22.52,7909,5559,2382,2650
GAÚCHA DO NORTE,MT,5816,22.86,4486,3987,1231,2568
GUIRATINGA,MT,13883,22.86,10709,6421,2808,3019
UNIÃO DO SUL,MT,3998,22.86,3084,2255,741,1416
IGUATEMI,MS,14632,22.52,11337,7811,2997,4242
NOVA LACERDA,MT,4949,22.86,3818,3124,1144,1760
INOCÊNCIA,MS,7342,22.52,5689,4622,1794,2293
NOVA UBIRATÃ,MT,7782,22.86,6003,5931,1797,3793
ITAPORÃ,MS,18605,22.52,14415,11302,3854,6452
BOM JESUS DO ARAGUAIA,MT,4520,22.86,3487,3480,1328,1960
ITIQUIRA,MT,12159,22.86,9379,6662,2472,3572
SERRA NOVA DOURADA,MT,1349,22.86,1041,1156,374,724
IVINHEMA,MS,20567,22.52,15935,15904,5896,8504
NOVO SANTO ANTÔNIO,MT,2110,22.86,1628,1290,472,723
JACIARA,MT,24945,22.86,19243,15657,4687,9593
NOVA NAZARÉ,MT,2745,22.86,2117,1794,737,894
JARAGUARI,MS,5577,22.52,4321,4085,1889,1771
SANTA CRUZ DO XINGU,MT,2116,22.86,1632,1320,419,821
CONQUISTA D'OESTE,MT,3106,22.86,2396,2163,590,1442
JATEÍ,MS,3808,22.52,2950,3373,1537,1527
VALE DE SÃO DOMINGOS,MT,2873,22.86,2216,1940,468,1365
LADÁRIO,MS,17906,22.52,13874,10347,4732,4566
SANTA RITA DO TRIVELATO,MT,2478,22.86,1912,1658,522,1032
LUCIARA,MT,2405,22.86,1855,1672,739,836
MARACAJU,MS,30912,22.52,23951,22252,7072,13484
SORRISO,MT,55134,22.86,42530,51114,13248,35104
VILA BELA DA SANTÍSSIMA TRINDADE,MT,13886,22.86,10712,7709,3252,3863
ITANHANGÁ,MT,4703,22.86,3628,3847,801,2922
MIRANDA,MS,23965,22.52,18568,14654,8380,5194
SÃO DOMINGOS DO MARANHÃO,MA,32557,24.73,24506,21641,13955,5795
NAVIRAÍ,MS,43391,22.52,33619,27901,9124,16195
NIOAQUE,MS,15203,22.52,11779,8097,3692,3813
NOBRES,MT,14862,22.86,11465,9155,2833,5659
NORTELÂNDIA,MT,6237,22.86,4811,3762,1775,1600
NOSSA SENHORA DO LIVRAMENTO,MT,12386,22.86,9555,9933,6253,2897
VÁRZEA GRANDE,MT,230307,22.86,177659,147095,57497,75548
PARANAÍBA,MS,38969,22.52,30193,23502,9219,11266
PEDRO GOMES,MS,8307,22.52,6436,4372,2002,2063
POCONÉ,MT,31118,22.86,24004,18302,11240,5830
SÃO FÉLIX DE BALSAS,MA,4398,24.73,3310,3059,2223,626
PONTE BRANCA,MT,1794,22.86,1384,1458,843,504
PORTO DOS GAÚCHOS,MT,6116,22.86,4718,2825,711,1928
PONTA PORÃ,MS,72207,22.52,55946,53272,18938,28696
PORTO MURTINHO,MS,14861,22.52,11514,5620,2596,2697
POXORÉU,MT,17592,22.86,13570,9985,4579,4467
RIBAS DO RIO PARDO,MS,19159,22.52,14844,10282,4387,4865
RIO BRILHANTE,MS,26560,22.52,20579,19499,7852,10106
RIO NEGRO,MS,4961,22.52,3844,3046,1338,1399
RIO VERDE DE MATO GROSSO,MS,18579,22.52,14395,10754,4462,5493
ROCHEDO,MS,4346,22.52,3367,3419,1399,1603
ROSÁRIO OESTE,MT,18031,22.86,13909,9797,4949,4075
SÃO FRANCISCO DO MARANHÃO,MA,14194,24.73,10684,7150,5811,722
RONDONÓPOLIS,MT,172783,22.86,133285,128628,43158,74582
SIDROLÂNDIA,MS,38147,22.52,29556,25667,10845,12603
TESOURO,MT,3109,22.86,2398,2150,1075,849
TERENOS,MS,14458,22.52,11202,10456,4669,4542
TORIXORÉU,MT,4101,22.86,3164,2701,1200,1278
TRÊS LAGOAS,MS,85914,22.52,66566,65729,24636,33397
ANGÉLICA,MS,7253,22.52,5620,6470,3024,2788
ARAL MOREIRA,MS,9236,22.52,7156,5866,2635,2882
SÃO JOÃO BATISTA,MA,18108,24.73,13630,14296,11688,1684
ELDORADO,MS,11934,22.52,9246,6451,2378,3433
MIRASSOL D'OESTE,MT,24538,22.86,18929,14258,4197,8801
MUNDO NOVO,MS,15968,22.52,12372,10748,3863,6025
DOIS IRMÃOS DO BURITI,MS,9350,22.52,7244,6355,3853,1963
PEDRA PRETA,MT,15638,22.86,12063,10694,4444,5304
JUTI,MS,5353,22.52,4148,4166,2084,1793
SÃO FÉLIX DO ARAGUAIA,MT,10713,22.86,8264,5177,1910,2902
TANGARÁ DA SERRA,MT,76657,22.86,59133,52832,13407,34859
SANTA RITA DO PARDO,MS,7162,22.52,5549,3781,1613,1721
SONORA,MS,12548,22.52,9722,8424,3567,4269
VICENTINA,MS,5627,22.52,4360,4684,2528,1632
JUSCIMEIRA,MT,11830,22.86,9126,6925,2700,3667
ÁGUA BOA,MT,18991,22.86,14650,14308,3081,10472
CANARANA,MT,17183,22.86,13255,11774,2520,8650
NOVA XAVANTINA,MT,18670,22.86,14402,11070,3328,6939
SANTA TEREZINHA,MT,7293,22.86,5626,3512,1854,1359
SÃO JOÃO DOS PATOS,MA,23576,24.73,17746,15223,11060,2801
SÃO JOSÉ DO RIO CLARO,MT,17345,22.86,13380,8503,1937,6014
BERNARDO SAYÃO,TO,4518,23.37,3462,2791,1278,1295
ABADIÂNIA,GO,12640,21.24,9955,8672,2571,5214
ALEXÂNIA,GO,20033,21.24,15778,16130,4884,9464
BONFINÓPOLIS,GO,6744,21.24,5312,5525,2508,2359
ÁGUA LIMPA,GO,2074,21.24,1633,1830,787,885
BURITI DO TOCANTINS,TO,8164,23.37,6256,5194,2985,1810
CAMPOS VERDES,GO,6331,21.24,4986,3114,1951,907
ALMAS,TO,7488,23.37,5738,4073,2546,1108
CASEARA,TO,4667,23.37,3576,3043,1815,1054
ALOÂNDIA,GO,2065,21.24,1626,1687,705,789
CEZARINA,GO,7361,21.24,5798,5633,2256,2751
ALTO PARAÍSO DE GOIÁS,GO,6638,21.24,5228,5294,3064,1758
COLINAS DO SUL,GO,3856,21.24,3037,2539,1602,697
ALVORADA,TO,7976,23.37,6112,5705,2491,2772
COMBINADO,TO,4878,23.37,3738,3003,1465,1285
ALVORADA DO NORTE,GO,8217,21.24,6472,5105,2448,2126
DIVINÓPOLIS DO TOCANTINS,TO,6359,23.37,4873,4353,2507,1513
ANANÁS,TO,9358,23.37,7171,5789,3332,1977
EDEALINA,GO,3718,21.24,2928,2475,913,1357
EDÉIA,GO,10251,21.24,8074,8214,3328,4142
FAINA,GO,6918,21.24,5449,4757,2544,1838
ANÁPOLIS,GO,325544,21.24,256398,222536,59907,135206
GOIANORTE,TO,5221,23.37,4001,3400,1755,1396
ITAPORÃ DO TOCANTINS,TO,2989,23.37,2290,2248,1224,876
ANICUNS,GO,17705,21.24,13944,11679,4301,6219
AMERICANO DO BRASIL,GO,4698,21.24,3700,4423,1994,1929
SANCLERLÂNDIA,GO,7647,21.24,6023,5864,2394,2930
GOUVELÂNDIA,GO,4507,21.24,3550,2987,1720,987
ITAGUARI,GO,4254,21.24,3350,3814,1902,1586
ITAUÇU,GO,8710,21.24,6860,6366,2753,2934
APORÉ,GO,3554,21.24,2799,2316,958,1131
MARIANÓPOLIS DO TOCANTINS,TO,4473,23.37,3428,2733,1444,1067
ARAÇU,GO,3880,21.24,3056,3107,1455,1315
MATRINCHÃ,GO,4325,21.24,3406,2955,1433,1266
APARECIDA DE GOIÂNIA,GO,475303,21.24,374349,262890,100800,128323
ARAGARÇAS,GO,17156,21.24,13512,10527,4487,5167
BOM JARDIM DE GOIÁS,GO,8372,21.24,6594,5171,2650,2144
MIMOSO DE GOIÁS,GO,2836,21.24,2234,2518,1206,1046
RIO VERDE,GO,149382,21.24,117653,112384,41086,60656
MONTIVIDIU,GO,9255,21.24,7289,7112,2328,4272
ARAGUACEMA,TO,5423,23.37,4156,3690,2250,1149
SÃO MATEUS DO MARANHÃO,MA,38045,24.73,28636,21128,15212,4386
ARAGUAÇU,TO,8989,23.37,6888,4999,1450,3183
NOVA ROSALÂNDIA,TO,3772,23.37,2890,2212,1014,1031
NOVO PLANALTO,GO,3986,21.24,3139,2576,1127,1207
PORANGATU,GO,39238,21.24,30904,23948,10209,11636
ARAGUATINS,TO,25973,23.37,19903,16820,9258,6028
ARAPOEMA,TO,6839,23.37,5241,3693,1980,1407
PALESTINA DE GOIÁS,GO,3229,21.24,2543,2773,1139,1450
ARAGUAÍNA,TO,115759,23.37,88706,93068,36261,47803
ARRAIAS,TO,10626,23.37,8143,5955,4051,1361
PEQUIZEIRO,TO,4799,23.37,3677,3465,1920,1317
ARUANÃ,GO,6476,21.24,5100,4339,2024,1988
ARAGUAPAZ,GO,7482,21.24,5893,4962,2285,2235
AURILÂNDIA,GO,3719,21.24,2929,2446,1287,957
PRAIA NORTE,TO,7060,23.37,5410,4313,2794,1195
AURORA DO TOCANTINS,TO,3385,23.37,2594,2444,1482,729
SÃO RAIMUNDO DAS MANGABEIRAS,MA,15962,24.73,12015,11909,7842,3246
SAMPAIO,TO,3672,23.37,2814,2822,1866,754
SANTA FÉ DE GOIÁS,GO,4594,21.24,3618,3059,1367,1466
SANTA ROSA DO TOCANTINS,TO,4417,23.37,3385,3363,2284,881
AXIXÁ DO TOCANTINS,TO,8917,23.37,6833,7122,4084,2546
BABAÇULÂNDIA,TO,10372,23.37,7948,5321,3419,1461
BALIZA,GO,3299,21.24,2598,2168,1252,751
SÃO JOÃO DA PARAÚNA,GO,1699,21.24,1338,1687,650,895
SÃO LUIZ DO NORTE,GO,4266,21.24,3360,3648,1838,1526
SÃO MIGUEL DO PASSA QUATRO,GO,3680,21.24,2898,2896,1281,1285
BELA VISTA DE GOIÁS,GO,20615,21.24,16236,17495,6616,8601
SÃO VALÉRIO,TO,4885,23.37,3743,2929,2025,699
BOM JESUS DE GOIÁS,GO,19574,21.24,15416,13402,6024,6121
SÃO VICENTE FERRER,MA,19692,24.73,14822,11728,9074,1689
BRAZABRANTES,GO,3142,21.24,2475,2444,1014,1163
SIMOLÂNDIA,GO,6915,21.24,5446,4243,2303,1475
SENADOR CANEDO,GO,70559,21.24,55572,66611,27475,31208
BREJINHO DE NAZARÉ,TO,5295,23.37,4058,3229,1679,1248
BRITÂNIA,GO,5073,21.24,3995,3697,1432,1908
TERESINA DE GOIÁS,GO,2773,21.24,2184,1965,1219,571
BURITI ALEGRE,GO,8287,21.24,6527,6173,2684,2872
TROMBAS,GO,3537,21.24,2786,2080,972,909
MONTIVIDIU DO NORTE,GO,4395,21.24,3462,2868,1357,1308
CABECEIRAS,GO,6610,21.24,5206,5355,2665,2191
TURVELÂNDIA,GO,3852,21.24,3034,3175,1745,1179
CACHOEIRA ALTA,GO,8103,21.24,6382,6067,2718,2752
GUARINOS,GO,2411,21.24,1899,1870,1110,587
CAÇU,GO,10892,21.24,8579,7961,2845,4334
ITARUMÃ,GO,5338,21.24,4204,3573,1584,1645
CAIAPÔNIA,GO,15747,21.24,12402,9818,3990,4988
DOVERLÂNDIA,GO,8344,21.24,6572,4529,2016,2103
COCALZINHO DE GOIÁS,GO,14762,21.24,11627,12152,4572,6277
PIRENÓPOLIS,GO,20460,21.24,16114,16036,6538,7627
CALDAS NOVAS,GO,62204,21.24,48992,49031,16101,27447
CAMPESTRE DE GOIÁS,GO,3411,21.24,2687,2870,1310,1322
CAMPINORTE,GO,9697,21.24,7637,6911,2370,3851
CAMPO ALEGRE DE GOIÁS,GO,5767,21.24,4542,4158,1970,1776
CASTELÂNDIA,GO,3530,21.24,2780,2329,1210,1009
CAMPOS BELOS,GO,18238,21.24,14364,11070,6357,3659
JESÚPOLIS,GO,2201,21.24,1734,1635,585,914
JARAGUÁ,GO,38968,21.24,30691,26240,7727,15848
CARMO DO RIO VERDE,GO,8897,21.24,7007,5588,2134,2991
APARECIDA DO RIO DOCE,GO,2702,21.24,2128,2220,1049,956
CIDADE OCIDENTAL,GO,48589,21.24,38269,35359,15150,16181
CATALÃO,GO,75623,21.24,59561,57173,26897,24097
CATURAÍ,GO,4477,21.24,3526,3564,1761,1399
PROFESSOR JAMIL,GO,3298,21.24,2598,2384,1195,956
CAVALCANTE,GO,9875,21.24,7778,5387,4134,766
PEROLÂNDIA,GO,2748,21.24,2164,2330,1040,1102
CERES,GO,18637,21.24,14679,13532,4463,7740
NOVA IGUAÇU DE GOIÁS,GO,2622,21.24,2065,2077,979,954
DIVINÓPOLIS DE GOIÁS,GO,5344,21.24,4209,3326,2048,955
CALDAZINHA,GO,3157,21.24,2486,2560,1056,1154
COLINAS DO TOCANTINS,TO,29298,23.37,22451,18451,7456,9553
CONCEIÇÃO DO TOCANTINS,TO,4402,23.37,3373,2492,1718,524
GUARAÍTA,GO,2394,21.24,1886,2188,997,989
CÓRREGO DO OURO,GO,2633,21.24,2074,2349,636,1511
INACIOLÂNDIA,GO,5650,21.24,4450,3657,2046,1248
CORUMBÁ DE GOIÁS,GO,9190,21.24,7238,5605,2128,2798
SUCUPIRA DO NORTE,MA,10235,24.73,7704,6221,4623,1195
CORUMBAÍBA,GO,8001,21.24,6302,5294,2164,2575
SANTO ANTÔNIO DA BARRA,GO,4134,21.24,3256,3164,1732,1199
COUTO MAGALHÃES,TO,4887,23.37,3745,3433,2092,1140
TEREZÓPOLIS DE GOIÁS,GO,5620,21.24,4426,4873,2008,2349
CRISTALÂNDIA,TO,6520,23.37,4996,4336,2295,1724
UIRAPURU,GO,3021,21.24,2379,2072,1116,782
BURITINÓPOLIS,GO,3442,21.24,2711,2471,1217,921
CRISTALINA,GO,36614,21.24,28837,26810,8817,15525
CRISTIANÓPOLIS,GO,3041,21.24,2395,2943,996,1730
VILA BOA,GO,4198,21.24,3306,3003,1842,884
CRIXÁS,GO,14547,21.24,11457,9232,4892,3630
SANTA TEREZINHA DE GOIÁS,GO,11558,21.24,9103,6126,3180,2463
CROMÍNIA,GO,3618,21.24,2850,3153,1327,1457
VALPARAÍSO DE GOIÁS,GO,114450,21.24,90141,72680,28979,35135
CUMARI,GO,3055,21.24,2406,1973,1125,672
NOVO GAMA,GO,83599,21.24,65843,40388,16787,19081
TASSO FRAGOSO,MA,6652,24.73,5007,5528,3465,1677
ÁGUAS LINDAS DE GOIÁS,GO,131884,21.24,103872,86451,38149,38972
DAMIANÓPOLIS,GO,3507,21.24,2762,2826,1199,1203
AMARALINA,GO,3492,21.24,2750,2404,1251,929
BONÓPOLIS,GO,3160,21.24,2489,2508,1357,989
PORTEIRÃO,GO,3008,21.24,2369,2667,1312,1148
DIANÓPOLIS,TO,18584,23.37,14241,10142,6126,3044
DIORAMA,GO,2236,21.24,1761,1853,684,950
SANTA RITA DO NOVO DESTINO,GO,3372,21.24,2656,2205,1082,942
DOIS IRMÃOS DO TOCANTINS,TO,7060,23.37,5410,3888,2404,1149
DUERÉ,TO,4489,23.37,3440,2713,1558,902
SÃO PATRÍCIO,GO,2051,21.24,1615,1891,588,1098
VILA PROPÍCIO,GO,5044,21.24,3973,3985,1834,1801
TIMBIRAS,MA,26132,24.73,19670,14824,11445,2144
ESTRELA DO NORTE,GO,3174,21.24,2500,2359,1113,1012
FAZENDA NOVA,GO,6373,21.24,5019,4047,1707,2026
JAUPACI,GO,2998,21.24,2361,2396,1117,1067
IPIRANGA DE GOIÁS,GO,2813,21.24,2216,2485,1013,1256
FILADÉLFIA,TO,7787,23.37,5967,4996,2958,1621
GAMELEIRA DE GOIÁS,GO,3289,21.24,2590,2623,1098,1219
FIRMINÓPOLIS,GO,10286,21.24,8101,6620,2090,3976
CAMPO LIMPO DE GOIÁS,GO,5596,21.24,4407,4832,1697,2701
LAGOA SANTA,GO,1225,21.24,965,1144,437,610
FLORES DE GOIÁS,GO,10382,21.24,8177,4854,2574,1901
FORMOSA,GO,90212,21.24,71051,59267,23297,29115
FORMOSO,GO,5241,21.24,4128,3499,1758,1456
FORMOSO DO ARAGUAIA,TO,18225,23.37,13966,10887,4787,5361
GOIANÁPOLIS,GO,11159,21.24,8789,7704,2005,5063
GOIANDIRA,GO,4925,21.24,3879,3518,1824,1313
GOIANÉSIA,GO,53806,21.24,42378,43692,17030,22123
GOIÁS,GO,24472,21.24,19274,14795,7855,5542
TIMON,MA,144333,24.73,108639,96967,66012,21167
GOIATUBA,GO,31225,21.24,24593,21188,7557,11231
GUAPÓ,GO,13586,21.24,10700,9834,4529,4169
VARJÃO,GO,3649,21.24,2874,3150,1139,1627
GUARANI DE GOIÁS,GO,4105,21.24,3233,3415,2141,929
HEITORAÍ,GO,3556,21.24,2801,2939,1293,1354
ITABERAÍ,GO,30609,21.24,24108,24537,10964,11363
HIDROLINA,GO,4157,21.24,3274,3010,1538,1239
IACIARA,GO,12674,21.24,9982,6305,3495,2150
INHUMAS,GO,44983,21.24,35429,32130,13195,14723
IPAMERI,GO,23114,21.24,18205,15469,6682,7158
IPORÁ,GO,31060,21.24,24463,18966,6997,9950
ISRAELÂNDIA,GO,2827,21.24,2227,2136,1004,935
ITACAJÁ,TO,6386,23.37,4894,4391,2666,1367
MOSSÂMEDES,GO,4954,21.24,3902,3689,2014,1335
CACOAL,RO,76155,22.52,59005,51082,11986,34681
ITAGUARU,GO,5467,21.24,4306,4378,2226,1778
ITAGUATINS,TO,6074,23.37,4655,3547,2231,1046
ITAJÁ,GO,5409,21.24,4260,2684,1015,1397
ITAPACI,GO,16003,21.24,12604,11843,5527,5189
GOIÂNIA,GO,1244645,21.24,980282,818898,262845,445715
ITAPIRAPUÃ,GO,8208,21.24,6465,4909,2386,2156
JUSSARA,GO,18814,21.24,14818,11467,4425,5906
TURIAÇU,MA,32491,24.73,24456,21240,16307,3713
ITAPURANGA,GO,24832,21.24,19558,17998,7980,8375
IVOLÂNDIA,GO,2718,21.24,2141,2138,1043,893
ITUMBIARA,GO,88109,21.24,69395,56588,21535,28544
CACHOEIRA DOURADA,GO,7567,21.24,5960,5467,2869,2188
JANDAIA,GO,6373,21.24,5019,4711,1790,2409
JATAÍ,GO,81972,21.24,64561,54415,19072,29938
JOVIÂNIA,GO,6731,21.24,5301,4437,1990,1999
LEOPOLDO DE BULHÕES,GO,8916,21.24,7022,4930,2166,2228
MAIRIPOTABA,GO,2655,21.24,2091,2137,916,1000
MAMBAÍ,GO,6454,21.24,5083,4594,1729,2444
LUZIÂNIA,GO,196046,21.24,154406,99861,36599,51797
MARA ROSA,GO,10409,21.24,8198,6390,2867,3015
MARZAGÃO,GO,2053,21.24,1617,2000,918,899
PARANAIGUARA,GO,7724,21.24,6083,5626,2958,2117
MAURILÂNDIA,GO,10769,21.24,8482,5349,2754,2160
SANTA HELENA DE GOIÁS,GO,35027,21.24,27587,23326,10355,10240
URBANO SANTOS,MA,21747,24.73,16369,19285,15150,2833
MINEIROS,GO,45189,21.24,35591,36816,14271,18738
MIRACEMA DO TOCANTINS,TO,19683,23.37,15083,11298,6452,3784
MOIPORÁ,GO,1848,21.24,1455,1766,670,923
MIRANORTE,TO,11858,23.37,9087,7867,3781,3470
MONTE ALEGRE DE GOIÁS,GO,7155,21.24,5635,4161,2692,1047
MONTE DO CARMO,TO,6387,23.37,4894,3734,2206,1128
MONTES CLAROS DE GOIÁS,GO,7844,21.24,6178,5440,2091,2894
MORRINHOS,GO,38997,21.24,30714,27731,11111,13719
MOZARLÂNDIA,GO,13123,21.24,10336,8970,3849,4315
MUTUNÓPOLIS,GO,3954,21.24,3114,2620,1054,1389
NAZARÉ,TO,4528,23.37,3470,3379,2271,775
NATIVIDADE,TO,9090,23.37,6966,5202,2943,1731
NAZÁRIO,GO,7223,21.24,5689,5684,2214,2926
NERÓPOLIS,GO,19392,21.24,15273,17273,7013,8305
PETROLINA DE GOIÁS,GO,9864,21.24,7769,6815,2522,3448
NIQUELÂNDIA,GO,38517,21.24,30336,20657,8907,9361
NOVA AMÉRICA,GO,2200,21.24,1733,2055,863,1005
NOVA AURORA,GO,2094,21.24,1649,1760,900,654
NOVA ROMA,GO,3555,21.24,2800,2130,1385,508
NOVA VENEZA,GO,6884,21.24,5422,5965,2377,2958
NOVO ACORDO,TO,3754,23.37,2877,3103,1670,1176
NOVO BRASIL,GO,3451,21.24,2718,2520,1062,1256
ORIZONA,GO,14374,21.24,11321,9930,3710,4766
OURO VERDE DE GOIÁS,GO,4430,21.24,3489,3020,1064,1563
PADRE BERNARDO,GO,25969,21.24,20453,14507,5909,6951
PALMEIRAS DE GOIÁS,GO,21199,21.24,16696,16914,5861,9396
VITÓRIA DO MEARIM,MA,30935,24.73,23285,18357,12677,4500
PALMELO,GO,2260,21.24,1780,1795,758,860
PALMINÓPOLIS,GO,3622,21.24,2853,3270,1046,1944
PANAMÁ,GO,2618,21.24,2062,1956,901,834
PARANÃ,TO,10491,23.37,8039,5987,4325,1111
PARAÍSO DO TOCANTINS,TO,40290,23.37,30874,26810,8294,16269
PARAÚNA,GO,10926,21.24,8605,6616,2509,3502
PEDRO AFONSO,TO,10294,23.37,7888,7953,3832,3465
PEIXE,TO,8750,23.37,6705,5573,3477,1635
COLMÉIA,TO,8759,23.37,6712,5184,1937,2823
GOIATINS,TO,11639,23.37,8919,6628,4447,1540
PILAR DE GOIÁS,GO,2852,21.24,2246,2836,1533,1054
PINDORAMA DO TOCANTINS,TO,4397,23.37,3369,2908,1659,1012
VITORINO FREIRE,MA,30235,24.73,22758,17702,12138,4290
PIRACANJUBA,GO,23310,21.24,18359,13958,5840,6399
PIRANHAS,GO,11139,21.24,8773,7429,3245,3548
PIUM,TO,6403,23.37,4907,4593,2236,2064
PONTALINA,GO,16226,21.24,12780,11375,4860,5398
PIRES DO RIO,GO,26857,21.24,21153,16072,5355,8882
PONTE ALTA DO BOM JESUS,TO,4529,23.37,3471,2681,1691,719
PONTE ALTA DO TOCANTINS,TO,6569,23.37,5034,4283,2104,1786
BOM JARDIM,MA,37659,24.73,28346,18679,13344,3914
PORTELÂNDIA,GO,3310,21.24,2607,2453,1085,1075
PORTO NACIONAL,TO,45289,23.37,34705,35494,17602,14511
POSSE,GO,28850,21.24,22722,18962,8999,8093
RIALMA,GO,10485,21.24,8258,7030,2324,4114
QUIRINÓPOLIS,GO,38064,21.24,29979,26998,11721,12575
RIANÁPOLIS,GO,4167,21.24,3282,3073,967,1767
LIZARDA,TO,3634,23.37,2785,2352,1601,556
RUBIATABA,GO,18025,21.24,14196,12077,3630,7184
SANTA BÁRBARA DE GOIÁS,GO,5658,21.24,4456,4254,1739,2100
SANTA CRUZ DE GOIÁS,GO,3542,21.24,2790,2507,1098,1151
SANTA RITA DO ARAGUAIA,GO,5873,21.24,4626,3042,1330,1461
SANTA ROSA DE GOIÁS,GO,2851,21.24,2245,2395,1093,1028
SANTA TEREZA DE GOIÁS,GO,4145,21.24,3265,2384,1160,982
SÃO DOMINGOS,GO,9786,21.24,7707,5237,3182,1580
SÃO FRANCISCO DE GOIÁS,GO,5713,21.24,4500,3794,1363,2005
SÃO JOÃO D'ALIANÇA,GO,8177,21.24,6440,5477,2573,2298
PLANALTINA,GO,76376,21.24,60154,47375,21130,20670
PAULO RAMOS,MA,16129,24.73,12140,12355,8564,2929
SÃO LUÍS DE MONTES BELOS,GO,26784,21.24,21095,18731,4876,12165
